Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Post_Semester_GPA,Skill_Retention_Score
100367,Medical,Freshman,2.404,4.59,Direct_Answer_Generation,2.494,75.01
100368,Medical,Graduate,3.312,12.35,Summarizing_Reading,3.774,84.58
100369,STEM,Sophomore,3.479,5.67,Debugging/Troubleshooting,3.687,75.45
100370,STEM,Junior,3.219,7.67,Debugging/Troubleshooting,3.576,69.86
100371,STEM,Sophomore,3.678,2.72,Direct_Answer_Generation,3.759,89.21
100372,STEM,Graduate,3.832,0.68,Debugging/Troubleshooting,4.0,90.72
100373,STEM,Graduate,3.199,1.85,Debugging/Troubleshooting,3.603,83.61
100374,Business,Sophomore,3.807,24.8,Ideation,4.0,61.82
100375,STEM,Senior,2.337,7.19,Debugging/Troubleshooting,2.768,100.0
100376,Humanities,Freshman,3.302,11.65,Copywriting/Drafting,3.233,63.22
100377,Arts,Freshman,3.197,15.96,Copywriting/Drafting,3.332,76.39
100378,STEM,Senior,3.451,2.87,Debugging/Troubleshooting,3.608,85.8
100379,Arts,Freshman,2.722,1.03,Direct_Answer_Generation,2.704,68.26
100380,STEM,Freshman,2.808,7.85,Debugging/Troubleshooting,2.854,61.94
100381,STEM,Junior,2.24,33.26,Debugging/Troubleshooting,2.454,65.19
100382,Business,Senior,3.609,1.98,Ideation,4.0,91.91
100383,Business,Freshman,2.937,2.3,Ideation,3.022,82.15
100384,Medical,Freshman,2.14,12.68,Summarizing_Reading,2.325,65.38
100385,Business,Freshman,2.867,13.92,Debugging/Troubleshooting,2.83,70.62
100386,Arts,Freshman,3.176,2.62,Ideation,3.298,74.85
100387,STEM,Freshman,3.577,4.82,Direct_Answer_Generation,3.993,89.82
100388,STEM,Graduate,3.282,12.15,Direct_Answer_Generation,3.598,83.47
100389,Arts,Freshman,3.135,1.76,Copywriting/Drafting,3.285,72.23
100390,Arts,Junior,3.154,9.15,Copywriting/Drafting,3.309,63.96
100391,Medical,Graduate,2.416,5.96,Direct_Answer_Generation,2.545,86.1
100392,Humanities,Junior,3.513,4.97,Direct_Answer_Generation,3.533,100.0
100393,Humanities,Freshman,3.125,9.24,Debugging/Troubleshooting,3.607,85.0
100394,Arts,Junior,3.269,0.86,Copywriting/Drafting,3.518,50.58
100395,Humanities,Graduate,3.421,1.25,Copywriting/Drafting,3.397,82.27
100396,Medical,Sophomore,3.217,13.42,Copywriting/Drafting,3.498,80.63
100397,Arts,Sophomore,3.966,8.84,Debugging/Troubleshooting,4.0,87.89
100398,Humanities,Sophomore,3.462,34.0,Summarizing_Reading,3.536,60.34
100399,Arts,Junior,2.04,23.92,Debugging/Troubleshooting,2.449,77.62
100400,Arts,Sophomore,2.886,11.08,Copywriting/Drafting,2.999,56.25
100401,STEM,Senior,2.962,5.6,Summarizing_Reading,3.313,93.75
100402,Medical,Senior,3.382,14.38,Copywriting/Drafting,3.438,92.49
100403,Business,Sophomore,2.356,24.2,Copywriting/Drafting,2.858,45.37
100404,Arts,Senior,3.382,12.02,Copywriting/Drafting,3.933,80.62
100405,Humanities,Freshman,2.313,3.21,Direct_Answer_Generation,2.709,54.93
100406,Medical,Senior,2.554,6.65,Debugging/Troubleshooting,2.777,84.58
100407,Humanities,Junior,3.549,2.51,Copywriting/Drafting,3.658,53.56
100408,STEM,Junior,3.548,21.32,Debugging/Troubleshooting,3.984,71.44
100409,Medical,Freshman,3.838,0.75,Summarizing_Reading,3.879,95.15
100410,STEM,Junior,2.036,30.41,Debugging/Troubleshooting,2.749,65.48
100411,Humanities,Junior,2.774,1.93,Copywriting/Drafting,3.056,60.14
100412,Medical,Junior,3.09,3.43,Direct_Answer_Generation,3.349,64.69
100413,Medical,Sophomore,3.095,3.95,Ideation,3.248,100.0
100414,Business,Freshman,3.657,20.05,Ideation,4.0,74.39
100415,Business,Junior,3.539,35.87,Ideation,3.761,76.53
100416,Humanities,Sophomore,3.154,1.19,Debugging/Troubleshooting,3.277,75.59
100417,STEM,Junior,3.072,27.04,Summarizing_Reading,3.431,56.31
100418,Humanities,Junior,3.327,13.03,Copywriting/Drafting,3.677,65.01
100419,Business,Sophomore,2.852,10.3,Ideation,2.98,50.93
100420,Arts,Sophomore,3.222,0.19,Summarizing_Reading,3.329,59.91
100421,Arts,Junior,3.522,5.42,Debugging/Troubleshooting,3.814,74.13
100422,Arts,Junior,3.419,9.65,Copywriting/Drafting,3.901,95.15
100423,STEM,Junior,3.536,9.4,Copywriting/Drafting,3.908,83.95
100424,Humanities,Graduate,3.208,22.74,Summarizing_Reading,3.309,49.36
100425,STEM,Senior,2.7,6.48,Copywriting/Drafting,2.982,77.84
100426,Business,Freshman,3.7,0.87,Debugging/Troubleshooting,3.897,67.96
100427,Humanities,Junior,2.59,1.51,Summarizing_Reading,2.636,67.0
100428,Medical,Sophomore,3.255,24.1,Debugging/Troubleshooting,3.506,50.45
100429,Humanities,Sophomore,3.485,0.5,Copywriting/Drafting,3.499,54.9
100430,STEM,Graduate,2.587,10.91,Ideation,2.634,56.47
100431,STEM,Junior,3.615,10.74,Ideation,4.0,72.92
100432,Arts,Senior,3.528,4.96,Copywriting/Drafting,3.666,82.27
100433,Business,Graduate,3.741,40.0,Copywriting/Drafting,3.84,87.04
100434,STEM,Freshman,3.123,0.52,Ideation,3.003,83.55
100435,STEM,Freshman,3.547,19.83,Summarizing_Reading,3.473,89.44
100436,Business,Sophomore,2.357,0.79,Ideation,2.541,85.07
100437,STEM,Freshman,3.222,14.46,Debugging/Troubleshooting,3.435,100.0
100438,Arts,Freshman,3.006,2.29,Ideation,3.021,68.55
100439,Business,Graduate,3.086,21.41,Debugging/Troubleshooting,3.191,81.04
100440,STEM,Graduate,3.767,6.21,Copywriting/Drafting,4.0,50.8
100441,STEM,Senior,2.601,32.96,Ideation,3.043,67.04
100442,Medical,Senior,3.254,1.35,Debugging/Troubleshooting,3.497,74.97
100443,Humanities,Freshman,3.498,9.74,Copywriting/Drafting,3.985,70.1
100444,Humanities,Junior,1.666,2.22,Copywriting/Drafting,1.857,57.69
100445,Arts,Freshman,3.585,6.84,Debugging/Troubleshooting,3.862,93.1
100446,Medical,Sophomore,2.756,10.18,Copywriting/Drafting,2.712,83.36
100447,Medical,Sophomore,2.113,12.12,Summarizing_Reading,2.52,94.84
100448,Arts,Junior,3.16,6.12,Ideation,3.352,83.55
100449,Humanities,Freshman,3.675,0.1,Debugging/Troubleshooting,3.598,50.77
100450,STEM,Freshman,3.525,1.13,Debugging/Troubleshooting,3.833,93.09
100451,Arts,Junior,3.459,2.26,Copywriting/Drafting,3.436,60.82
100452,Business,Junior,3.495,2.91,Direct_Answer_Generation,3.702,75.28
100453,Humanities,Sophomore,3.343,7.81,Direct_Answer_Generation,3.291,98.75
100454,Medical,Freshman,3.18,0.67,Summarizing_Reading,3.062,86.48
100455,STEM,Graduate,3.211,6.08,Ideation,3.604,87.71
100456,Humanities,Freshman,3.346,2.54,Ideation,3.729,71.97
100457,STEM,Senior,3.705,17.5,Copywriting/Drafting,3.646,94.39
100458,Humanities,Freshman,1.884,9.31,Debugging/Troubleshooting,2.019,69.28
100459,STEM,Junior,3.269,19.65,Copywriting/Drafting,3.448,66.22
100460,STEM,Senior,2.641,4.45,Debugging/Troubleshooting,2.826,98.41
100461,STEM,Senior,3.377,40.0,Copywriting/Drafting,3.736,92.03
100462,Business,Sophomore,3.001,9.64,Ideation,3.218,77.56
100463,Business,Freshman,3.393,3.59,Copywriting/Drafting,3.366,93.31
100464,Business,Senior,3.056,4.86,Debugging/Troubleshooting,3.412,100.0
100465,Medical,Junior,2.388,7.65,Direct_Answer_Generation,2.568,88.47
100466,Humanities,Senior,3.054,1.06,Ideation,3.287,89.28
100467,STEM,Senior,2.792,11.98,Debugging/Troubleshooting,2.94,75.15
100468,Arts,Junior,3.01,1.46,Copywriting/Drafting,3.057,72.05
100469,STEM,Graduate,2.343,18.38,Debugging/Troubleshooting,2.321,80.7
100470,Medical,Junior,3.116,3.53,Copywriting/Drafting,3.263,67.99
100471,STEM,Senior,2.874,23.26,Ideation,3.375,84.04
100472,Medical,Senior,3.272,6.87,Debugging/Troubleshooting,3.543,85.71
100473,STEM,Junior,3.751,2.1,Debugging/Troubleshooting,3.902,93.14
100474,Medical,Junior,3.592,0.46,Debugging/Troubleshooting,3.298,69.97
100475,Business,Senior,2.759,9.92,Debugging/Troubleshooting,3.065,79.69
100476,Medical,Junior,3.963,3.85,Direct_Answer_Generation,4.0,60.51
100477,STEM,Junior,3.476,3.15,Debugging/Troubleshooting,3.746,78.48
100478,Business,Senior,3.369,13.28,Ideation,3.817,68.49
100479,Medical,Freshman,2.73,9.24,Summarizing_Reading,2.576,83.45
100480,Business,Freshman,3.119,1.9,Copywriting/Drafting,3.268,51.23
100481,Business,Freshman,3.297,4.1,Summarizing_Reading,3.494,70.97
100482,Business,Junior,3.62,6.14,Summarizing_Reading,3.882,79.45
100483,Humanities,Graduate,3.525,0.84,Summarizing_Reading,3.665,81.43
100484,Business,Senior,3.581,3.76,Debugging/Troubleshooting,4.0,72.16
100485,Business,Graduate,3.624,4.7,Debugging/Troubleshooting,4.0,73.92
100486,Medical,Freshman,3.912,24.31,Summarizing_Reading,4.0,87.42
100487,STEM,Senior,2.411,9.2,Ideation,2.576,68.24
100488,STEM,Sophomore,3.084,0.3,Copywriting/Drafting,2.995,63.43
100489,Medical,Freshman,3.336,25.56,Summarizing_Reading,3.518,53.11
100490,Medical,Senior,2.732,7.58,Copywriting/Drafting,3.05,74.62
100491,Humanities,Freshman,3.468,1.1,Summarizing_Reading,3.987,71.58
100492,Business,Freshman,3.685,14.92,Debugging/Troubleshooting,3.699,50.71
100493,STEM,Sophomore,2.988,31.2,Direct_Answer_Generation,2.539,38.81
100494,STEM,Senior,3.647,10.68,Debugging/Troubleshooting,3.713,88.14
100495,Humanities,Junior,3.575,20.45,Ideation,4.0,67.51
100496,Humanities,Sophomore,3.162,5.02,Copywriting/Drafting,3.261,79.9
100497,Business,Freshman,3.411,0.46,Copywriting/Drafting,3.242,69.79
100498,STEM,Freshman,3.827,5.12,Debugging/Troubleshooting,3.829,80.94
100499,Medical,Freshman,3.469,10.8,Summarizing_Reading,3.307,77.39
100500,Medical,Graduate,2.632,11.74,Debugging/Troubleshooting,3.201,79.44
100501,Business,Graduate,3.245,8.44,Summarizing_Reading,3.474,80.31
100502,Business,Graduate,3.497,1.55,Ideation,3.99,92.68
100503,Humanities,Senior,2.693,1.51,Copywriting/Drafting,3.012,95.61
100504,Arts,Graduate,3.765,1.88,Copywriting/Drafting,4.0,77.86
100505,Business,Senior,1.941,0.59,Copywriting/Drafting,2.072,63.26
100506,STEM,Graduate,3.464,27.97,Debugging/Troubleshooting,3.793,60.72
100507,Medical,Senior,2.875,3.36,Summarizing_Reading,3.166,88.53
100508,Arts,Junior,3.326,1.31,Summarizing_Reading,3.466,82.67
100509,Medical,Sophomore,1.793,10.81,Debugging/Troubleshooting,1.746,82.63
100510,Business,Junior,3.683,17.74,Summarizing_Reading,4.0,74.63
100511,Business,Junior,1.979,4.07,Ideation,2.304,69.81
100512,Humanities,Junior,3.319,0.68,Ideation,3.575,81.82
100513,Medical,Senior,2.902,7.83,Debugging/Troubleshooting,3.372,66.52
100514,Arts,Senior,3.572,1.81,Copywriting/Drafting,3.611,69.83
100515,STEM,Freshman,2.515,6.87,Ideation,2.519,77.48
100516,STEM,Sophomore,3.373,4.76,Direct_Answer_Generation,3.48,77.69
100517,Humanities,Graduate,2.702,0.92,Copywriting/Drafting,3.106,100.0
100518,Arts,Junior,3.154,1.32,Copywriting/Drafting,3.103,73.19
100519,Medical,Sophomore,2.457,26.89,Debugging/Troubleshooting,3.053,88.93
100520,STEM,Graduate,3.105,6.97,Summarizing_Reading,3.284,77.51
100521,Business,Sophomore,3.552,26.78,Copywriting/Drafting,3.496,60.37
100522,Humanities,Sophomore,3.059,2.78,Ideation,3.323,84.7
100523,Medical,Sophomore,3.408,6.77,Summarizing_Reading,3.594,72.82
100524,Arts,Graduate,3.598,13.68,Copywriting/Drafting,3.857,94.69
100525,Arts,Senior,2.492,0.28,Copywriting/Drafting,2.442,74.58
100526,Humanities,Junior,3.948,2.75,Copywriting/Drafting,4.0,56.25
100527,Humanities,Graduate,2.959,8.82,Direct_Answer_Generation,2.976,62.25
100528,STEM,Graduate,2.417,3.16,Debugging/Troubleshooting,2.421,79.57
100529,STEM,Senior,2.819,24.32,Debugging/Troubleshooting,2.917,63.29
100530,Arts,Graduate,2.049,4.47,Ideation,2.163,89.84
100531,Arts,Senior,3.674,7.95,Copywriting/Drafting,3.912,87.06
100532,Medical,Junior,3.307,11.57,Summarizing_Reading,3.626,61.24
100533,Medical,Junior,2.675,4.31,Direct_Answer_Generation,2.991,56.6
100534,Business,Sophomore,3.508,21.41,Direct_Answer_Generation,3.007,75.91
100535,Arts,Freshman,3.393,2.2,Summarizing_Reading,3.554,74.42
100536,Medical,Senior,3.308,4.96,Summarizing_Reading,3.519,94.48
100537,Arts,Freshman,2.847,1.63,Direct_Answer_Generation,2.861,70.28
100538,STEM,Sophomore,3.572,2.68,Debugging/Troubleshooting,3.878,71.0
100539,Humanities,Sophomore,2.247,4.61,Copywriting/Drafting,2.442,64.97
100540,STEM,Junior,3.6,16.98,Direct_Answer_Generation,3.548,75.96
100541,Medical,Sophomore,2.953,17.3,Summarizing_Reading,3.221,80.75
100542,Business,Senior,3.553,1.46,Ideation,4.0,96.56
100543,STEM,Graduate,3.228,5.02,Debugging/Troubleshooting,3.911,94.55
100544,Business,Graduate,3.224,25.99,Summarizing_Reading,3.593,74.33
100545,Business,Junior,3.255,1.05,Copywriting/Drafting,3.514,63.37
100546,Humanities,Graduate,2.765,11.26,Summarizing_Reading,2.488,96.65
100547,STEM,Sophomore,3.128,4.78,Ideation,3.155,64.51
100548,Business,Junior,2.704,2.31,Ideation,2.672,64.6
100549,Business,Sophomore,3.126,3.22,Ideation,3.718,85.38
100550,Arts,Graduate,2.593,7.81,Copywriting/Drafting,2.841,80.42
100551,Business,Freshman,2.802,10.93,Ideation,2.857,53.97
100552,Arts,Junior,3.564,1.86,Copywriting/Drafting,3.921,72.23
100553,Business,Senior,3.387,7.39,Debugging/Troubleshooting,3.986,97.7
100554,Business,Junior,3.103,0.52,Debugging/Troubleshooting,3.684,78.04
100555,Medical,Freshman,2.794,19.12,Summarizing_Reading,2.856,59.54
100556,Humanities,Junior,3.22,5.29,Copywriting/Drafting,3.661,95.71
100557,STEM,Senior,2.741,40.0,Debugging/Troubleshooting,3.095,70.23
100558,STEM,Freshman,2.399,1.6,Copywriting/Drafting,2.458,81.56
100559,Arts,Senior,2.496,4.35,Ideation,2.902,80.77
100560,Business,Graduate,3.67,6.33,Summarizing_Reading,3.925,84.68
100561,Business,Graduate,3.648,4.5,Direct_Answer_Generation,3.806,89.3
100562,STEM,Sophomore,3.176,11.31,Direct_Answer_Generation,3.627,76.2
100563,STEM,Freshman,2.926,6.68,Direct_Answer_Generation,3.193,77.36
100564,STEM,Sophomore,2.758,9.96,Debugging/Troubleshooting,3.341,78.94
100565,Humanities,Senior,3.143,20.04,Summarizing_Reading,3.553,83.45
100566,Business,Graduate,3.466,5.65,Ideation,3.999,55.57
100567,Humanities,Graduate,3.295,13.22,Ideation,3.395,89.07
100568,Humanities,Graduate,2.903,2.93,Copywriting/Drafting,2.838,63.56
100569,Medical,Senior,2.887,2.17,Debugging/Troubleshooting,3.22,63.84
100570,Humanities,Senior,3.714,1.05,Debugging/Troubleshooting,3.901,82.3
100571,Business,Freshman,3.114,8.21,Direct_Answer_Generation,3.049,68.1
100572,Arts,Sophomore,3.611,0.16,Copywriting/Drafting,3.96,81.72
100573,Humanities,Graduate,2.134,0.93,Copywriting/Drafting,2.108,57.84
100574,Business,Senior,3.267,13.69,Ideation,3.792,99.33
100575,Arts,Junior,3.758,11.52,Direct_Answer_Generation,4.0,100.0
100576,Medical,Freshman,3.478,0.08,Debugging/Troubleshooting,3.729,57.38
100577,STEM,Sophomore,2.423,33.38,Debugging/Troubleshooting,2.853,71.0
100578,Medical,Junior,3.862,4.87,Summarizing_Reading,3.837,80.53
100579,Humanities,Graduate,3.607,2.44,Copywriting/Drafting,3.731,91.56
100580,STEM,Freshman,2.694,9.82,Copywriting/Drafting,3.067,61.9
100581,Humanities,Freshman,2.751,1.7,Copywriting/Drafting,2.884,81.22
100582,Medical,Senior,2.592,0.88,Summarizing_Reading,2.882,71.94
100583,Humanities,Sophomore,2.945,14.35,Copywriting/Drafting,3.379,98.6
100584,Humanities,Freshman,3.036,0.85,Copywriting/Drafting,3.141,93.5
100585,Business,Freshman,3.135,3.44,Summarizing_Reading,3.345,68.1
100586,STEM,Junior,2.873,13.52,Debugging/Troubleshooting,2.993,76.08
100587,STEM,Junior,3.832,29.44,Direct_Answer_Generation,3.795,58.92
100588,STEM,Graduate,3.451,1.03,Ideation,3.761,75.29
100589,STEM,Junior,3.494,12.67,Debugging/Troubleshooting,3.706,86.72
100590,STEM,Senior,2.03,11.69,Copywriting/Drafting,2.379,73.28
100591,STEM,Freshman,2.498,3.32,Debugging/Troubleshooting,2.58,76.11
100592,Business,Senior,2.782,17.71,Ideation,3.132,74.17
100593,STEM,Senior,3.524,5.92,Debugging/Troubleshooting,3.96,75.25
100594,Humanities,Freshman,2.426,1.96,Direct_Answer_Generation,2.413,83.07
100595,Medical,Senior,3.42,5.58,Debugging/Troubleshooting,3.815,98.12
100596,Humanities,Freshman,2.327,1.73,Copywriting/Drafting,2.554,83.95
100597,Business,Junior,3.215,9.47,Ideation,3.15,87.07
100598,STEM,Senior,2.671,2.41,Summarizing_Reading,2.702,69.78
100599,STEM,Senior,3.757,20.74,Direct_Answer_Generation,3.698,83.05
100600,STEM,Graduate,2.093,13.45,Debugging/Troubleshooting,2.267,85.72
100601,STEM,Graduate,3.7,40.0,Debugging/Troubleshooting,3.756,55.5
100602,STEM,Senior,2.781,1.27,Debugging/Troubleshooting,2.918,71.72
100603,STEM,Graduate,2.768,2.13,Ideation,2.795,62.96
100604,STEM,Freshman,3.193,3.81,Debugging/Troubleshooting,3.109,50.36
100605,STEM,Sophomore,3.431,3.77,Debugging/Troubleshooting,3.489,71.15
100606,Humanities,Freshman,3.549,5.49,Debugging/Troubleshooting,3.972,90.69
100607,STEM,Sophomore,3.69,28.42,Debugging/Troubleshooting,3.706,50.9
100608,Humanities,Sophomore,3.207,0.52,Direct_Answer_Generation,3.217,80.93
100609,Business,Graduate,3.173,32.17,Copywriting/Drafting,3.536,85.01
100610,Business,Junior,2.298,1.16,Debugging/Troubleshooting,2.411,60.08
100611,STEM,Senior,3.662,3.39,Debugging/Troubleshooting,4.0,100.0
100612,Arts,Sophomore,3.304,3.33,Copywriting/Drafting,3.333,77.56
100613,Business,Junior,3.095,6.13,Ideation,3.261,74.29
100614,STEM,Senior,2.936,28.52,Summarizing_Reading,2.951,64.83
100615,Medical,Sophomore,3.152,6.01,Summarizing_Reading,3.238,75.56
100616,Medical,Graduate,3.448,38.0,Copywriting/Drafting,3.643,86.53
100617,STEM,Freshman,3.114,37.28,Debugging/Troubleshooting,3.329,80.04
100618,STEM,Graduate,2.614,15.05,Copywriting/Drafting,2.977,73.05
100619,Arts,Freshman,3.69,2.04,Ideation,3.682,73.21
100620,Business,Junior,2.824,0.69,Ideation,2.906,44.48
100621,STEM,Graduate,2.88,9.33,Summarizing_Reading,2.903,60.21
100622,STEM,Junior,3.268,0.83,Debugging/Troubleshooting,3.888,100.0
100623,Humanities,Junior,2.126,1.65,Copywriting/Drafting,2.448,87.21
100624,Humanities,Senior,2.94,5.55,Direct_Answer_Generation,3.395,92.62
100625,Business,Sophomore,3.51,13.83,Summarizing_Reading,3.811,71.73
100626,Humanities,Freshman,3.447,6.82,Copywriting/Drafting,3.255,81.84
100627,Humanities,Sophomore,2.866,23.14,Direct_Answer_Generation,2.797,55.98
100628,Business,Freshman,3.54,8.1,Debugging/Troubleshooting,3.561,73.64
100629,STEM,Graduate,2.717,0.7,Summarizing_Reading,2.83,79.71
100630,STEM,Graduate,3.894,1.08,Debugging/Troubleshooting,4.0,57.64
100631,Business,Sophomore,3.419,7.6,Ideation,3.674,75.6
100632,Medical,Senior,3.644,3.38,Summarizing_Reading,4.0,79.33
100633,Business,Freshman,3.656,5.57,Ideation,3.8,69.21
100634,Business,Freshman,2.829,2.29,Debugging/Troubleshooting,3.345,83.46
100635,STEM,Senior,3.096,7.49,Summarizing_Reading,3.143,84.48
100636,Humanities,Sophomore,3.61,16.58,Copywriting/Drafting,3.756,59.56
100637,Business,Freshman,3.748,12.22,Direct_Answer_Generation,4.0,84.04
100638,STEM,Senior,3.335,0.25,Copywriting/Drafting,3.532,96.7
100639,STEM,Graduate,2.765,6.26,Direct_Answer_Generation,3.184,64.37
100640,Humanities,Junior,2.912,4.04,Copywriting/Drafting,3.385,66.6
100641,STEM,Sophomore,3.33,12.91,Copywriting/Drafting,3.61,70.82
100642,Humanities,Sophomore,3.271,9.87,Ideation,3.542,75.99
100643,STEM,Senior,2.859,0.8,Summarizing_Reading,3.2,96.24
100644,Humanities,Senior,3.997,0.47,Ideation,4.0,66.05
100645,STEM,Graduate,3.027,4.57,Debugging/Troubleshooting,3.413,84.15
100646,Medical,Graduate,2.535,9.6,Ideation,2.757,79.49
100647,Business,Graduate,3.381,1.91,Ideation,3.868,63.89
100648,Business,Senior,3.541,8.57,Ideation,3.906,65.24
100649,Arts,Junior,3.408,1.07,Summarizing_Reading,3.644,89.72
100650,Humanities,Senior,2.994,2.23,Ideation,3.305,94.89
100651,STEM,Senior,3.428,39.0,Direct_Answer_Generation,2.902,39.14
100652,Business,Freshman,3.404,0.22,Ideation,3.405,72.37
100653,Business,Junior,2.546,6.38,Ideation,2.844,74.16
100654,Business,Freshman,2.678,0.86,Ideation,2.834,82.47
100655,Humanities,Graduate,3.348,12.25,Debugging/Troubleshooting,3.715,82.7
100656,STEM,Sophomore,3.433,4.55,Ideation,3.55,92.63
100657,STEM,Senior,3.169,40.0,Ideation,3.42,78.48
100658,Humanities,Sophomore,3.395,24.6,Copywriting/Drafting,3.398,81.01
100659,Business,Senior,3.739,18.03,Summarizing_Reading,4.0,60.71
100660,Business,Sophomore,3.741,4.71,Copywriting/Drafting,3.786,89.63
100661,Humanities,Senior,2.691,0.73,Ideation,2.641,73.21
100662,Medical,Freshman,2.812,8.33,Summarizing_Reading,3.212,69.5
100663,Business,Junior,2.866,3.54,Ideation,2.841,51.95
100664,STEM,Freshman,3.324,1.09,Debugging/Troubleshooting,3.544,96.99
100665,STEM,Junior,2.449,2.72,Debugging/Troubleshooting,2.877,80.83
100666,STEM,Senior,3.227,0.73,Debugging/Troubleshooting,3.346,77.14
100667,STEM,Senior,3.322,12.81,Copywriting/Drafting,3.424,86.83
100668,STEM,Freshman,2.37,22.89,Debugging/Troubleshooting,2.312,86.0
100669,STEM,Junior,2.655,2.46,Ideation,3.118,73.11
100670,STEM,Graduate,3.978,14.75,Ideation,4.0,75.97
100671,STEM,Senior,3.464,10.53,Debugging/Troubleshooting,4.0,90.22
100672,Medical,Freshman,1.587,15.64,Ideation,1.966,75.89
100673,STEM,Sophomore,3.856,13.93,Debugging/Troubleshooting,3.867,69.49
100674,Business,Junior,2.889,0.94,Debugging/Troubleshooting,3.477,89.26
100675,Humanities,Freshman,2.784,17.34,Copywriting/Drafting,2.868,90.37
100676,Medical,Senior,3.459,8.53,Summarizing_Reading,3.614,86.11
100677,STEM,Junior,3.714,9.23,Direct_Answer_Generation,4.0,52.8
100678,Humanities,Freshman,3.782,6.79,Summarizing_Reading,4.0,84.3
100679,Medical,Junior,3.753,0.2,Copywriting/Drafting,4.0,71.79
100680,Arts,Senior,2.473,15.05,Copywriting/Drafting,2.656,85.07
100681,Arts,Sophomore,3.393,18.63,Summarizing_Reading,3.884,75.57
100682,STEM,Sophomore,2.818,9.57,Ideation,3.021,77.82
100683,STEM,Senior,3.543,0.42,Summarizing_Reading,4.0,88.81
100684,Business,Freshman,2.121,2.73,Summarizing_Reading,2.184,48.51
100685,Medical,Senior,2.657,8.76,Debugging/Troubleshooting,3.23,70.36
